id,ad,education,ofjobs,yearsexp,honors,volunteer,military,empholes,occupspecific,occupbroad,workinschool,email,computerskills,specialskills,firstname,sex,race,h,l,call,city,kind,adid,fracblack,fracwhite,lmedhhinc,fracdropout,fraccolp,linc,col,expminreq,schoolreq,eoe,parent_sales,parent_emp,branch_sales,branch_emp,fed,fracblack_empzip,fracwhite_empzip,lmedhhinc_empzip,fracdropout_empzip,fraccolp_empzip,linc_empzip,manager,supervisor,secretary,offsupport,salesrep,retailsales,req,expreq,comreq,educreq,compreq,orgreq,manuf,transcom,bankreal,trade,busservice,othservice,missind,ownership
267,14,4,3,7,0,0,0,1,274,4,0,0,0,0,Todd,m,w,0,1,0,b,s,111,.018669743,.87380469,10.039984,.27488542,.092559427,9.3810949,1,0,,1,,,,,1,,,,,,,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,Public
84,14,4,4,6,0,0,0,0,285,4,1,0,1,0,Todd,m,w,0,1,0,b,s,278,.34248149,.42279226,10.099547,.19431803,.27380133,9.6542568,1,,,0,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
362,14,4,3,7,0,0,0,1,274,4,0,0,0,0,Tyrone,m,b,0,1,0,b,s,197,.049823806,.88361394,10.48369,.05833986,.55080265,10.343387,1,,,0,,,,,0,.068119891,.89327884,10.418166,.068574026,.41235241,10.034472,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
379,14,4,6,8,0,1,0,0,21,1,1,1,1,0,Tyrone,m,b,1,0,0,b,s,213,.43639466,.33342439,9.9674482,.18040287,.1447593,9.1737804,1,,,0,,,,,0,.030258676,.93990487,10.336406,.1887297,.12024657,9.5630379,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
b,141,3,6,16,0,1,0,0,21,1,1,1,1,1,Allison,f,w,1,0,0,b,a,612,.011417697,.95599431,10.511049,.16841103,.40699333,10.386931,0,,,0,42.599998,525,,,0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
b,141,3,3,7,0,0,0,1,385,6,1,0,1,1,Jill,f,w,0,1,0,b,a,612,.89913309,.036512028,9.9992523,.22465636,.086144954,9.2204885,0,,,0,42.599998,525,,,0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
b,141,2,4,16,0,0,0,1,27,6,0,1,1,1,Latonya,f,b,1,0,0,b,a,612,.30346343,.47189152,10.230702,.18962882,.11975552,9.3341494,0,,,0,42.599998,525,,,0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
b,141,3,5,13,0,0,0,1,27,1,1,0,1,1,Tamika,f,b,0,1,0,b,a,612,.34248149,.42279226,10.099547,.19431803,.27380133,9.6542568,0,,,0,42.599998,525,,,0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
b,144,2,4,16,0,0,0,1,27,6,0,1,1,1,Jill,f,w,1,0,0,b,a,613,.18953584,.66560185,10.342871,.17312811,.13605343,9.4743185,0,,,0,,,,,,.05262975,.69765663,10.132375,.22898802,.1076202,9.3550463,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
b,144,3,2,1,0,0,0,1,313,6,0,0,1,1,Kenya,f,b,0,1,0,b,a,613,.72772217,.096407637,9.819562,.23958375,.088632829,9.0818253,0,,,0,,,,,,.05262975,.69765663,10.132375,.22898802,.1076202,9.3550463,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
b,144,3,5,4,0,0,0,1,443,4,0,0,1,1,Kristen,f,w,0,1,0,b,a,613,.14484343,.71607727,9.9677763,.06885808,.263203,9.6438093,0,,,0,,,,,,.05262975,.69765663,10.132375,.22898802,.1076202,9.3550463,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
b,144,3,6,16,0,1,0,0,21,1,1,1,1,1,Tamika,f,b,1,0,0,b,a,613,.0092243329,.96591455,10.144078,.17773129,.1453947,9.5937643,0,,,0,,,,,,.05262975,.69765663,10.132375,.22898802,.1076202,9.3550463,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
a,14b,4,4,6,0,0,0,0,285,4,1,0,1,0,Brett,m,w,0,1,0,b,s,304,.090286106,.79150248,10.597809,.080463707,.52252871,10.567103,1,,somcol,1,,500,,500,1,,,,,,,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,Private
a,14b,4,4,8,0,1,0,0,21,1,1,1,1,0,Hakim,m,b,1,0,0,b,s,304,.0033358606,.9816528,10.299677,.19075057,.32843062,10.003831,1,,somcol,1,,500,,500,1,,,,,,,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,Private
a,14b,4,4,4,0,1,1,0,267,4,1,1,1,0,Laurie,f,w,1,0,1,b,s,304,.011153428,.97551686,10.752698,.029651795,.67083788,10.861917,1,,somcol,1,,500,,500,1,,,,,,,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,Private
a,14b,4,3,13,0,0,0,0,285,4,0,0,1,0,Rasheed,m,b,0,1,0,b,s,304,.049823806,.88361394,10.48369,.05833986,.55080265,10.343387,1,,somcol,1,,500,,500,1,,,,,,,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,Private
b,15,4,5,6,0,0,0,1,326,6,1,0,1,0,Carrie,f,w,0,1,0,c,a,614,.0021749989,.78926677,10.247857,.29945704,.071178846,9.366147,1,,,0,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,
b,15,4,3,4,0,0,0,1,17,1,0,0,1,0,Ebony,f,b,0,1,0,c,a,614,.6911068,.15632284,10.099629,.22815758,.050933633,8.9599543,1,,,0,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,
b,15,3,3,5,0,1,0,0,379,6,1,1,1,0,Latonya,f,b,1,0,0,c,a,614,.97707725,.014099709,10.032057,.23124893,.054754153,8.8793335,0,,,0,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,
b,15,4,3,7,0,0,0,0,337,6,1,0,1,0,Meredith,f,w,1,0,0,c,a,614,.15995018,.34776676,9.8417721,.30479863,.036977284,8.8103104,1,,,0,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,
b,15,4,4,5,0,0,0,0,185,1,1,0,1,0,Allison,f,w,0,1,0,c,a,615,.8321389,.1387261,9.6926432,.21779244,.1583671,9.2406759,1,5,,1,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,
b,15,4,4,15,0,0,0,1,229,6,1,0,1,1,Ebony,f,b,0,1,0,c,a,615,,,,,,,1,5,,1,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,
b,15,4,3,7,0,0,0,0,337,6,1,1,1,1,Latoya,f,b,1,0,0,c,a,615,.98949564,.0048631253,9.4743185,.25740963,.04815378,8.6976795,1,5,,1,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,
b,15,3,3,6,0,1,0,0,379,6,1,1,1,0,Laurie,f,w,1,0,0,c,a,615,.98949564,.0048631253,9.4743185,.25740963,.04815378,8.6976795,0,5,,1,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,
b,15,4,5,13,0,0,0,1,326,6,1,0,1,0,Carrie,f,w,0,1,0,c,a,616,.076019429,.44090852,9.9867716,.27527726,.084796116,9.0418034,1,,,0,,,,,0,.10974837,.50744641,9.8692579,.29933825,.094114318,9.0283384,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,
b,15,4,5,7,0,0,1,1,34,1,0,1,1,0,Kenya,f,b,1,0,0,c,a,616,.00090441294,.91885233,10.758413,.12714799,.28841415,10.074201,1,,,0,,,,,0,.10974837,.50744641,9.8692579,.29933825,.094114318,9.0283384,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,
b,15,4,2,9,1,0,0,1,313,5,0,0,1,0,Lakisha,f,b,0,1,0,c,a,616,.99204272,.0048142881,8.8417377,.29509342,.053181671,8.5073452,1,,,0,,,,,0,.10974837,.50744641,9.8692579,.29933825,.094114318,9.0283384,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,
b,15,4,4,10,0,0,0,1,34,1,1,1,1,0,Meredith,f,w,1,0,0,c,a,616,.051354181,.89109313,10.631061,.074430853,.5424735,10.560048,1,,,0,,,,,0,.10974837,.50744641,9.8692579,.29933825,.094114318,9.0283384,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,
b,15,4,4,8,0,0,0,1,329,6,0,0,1,0,Aisha,f,b,0,1,0,c,a,617,.8321389,.1387261,9.6926432,.21779244,.1583671,9.2406759,1,3,somcol,0,,,,,0,,,,,,,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,Private
b,15,3,2,8,0,1,0,1,255,3,0,1,1,0,Anne,f,w,1,0,0,c,a,617,.27073306,.54915601,10.061986,.14872359,.24232754,9.4384317,0,3,somcol,0,,,,,0,,,,,,,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,Private
b,15,4,4,8,0,0,0,0,185,1,1,0,1,0,Kristen,f,w,0,1,0,c,a,617,.15995018,.34776676,9.8417721,.30479863,.036977284,8.8103104,1,3,somcol,0,,,,,0,,,,,,,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,Private
b,15,4,4,8,0,1,0,1,195,1,0,1,1,0,Tanisha,f,b,1,0,0,c,a,617,.45430297,.27144918,9.895607,.24814151,.15117194,9.291091,1,3,somcol,0,,,,,0,,,,,,,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,Private
b,15,4,2,25,0,0,0,1,17,1,0,0,1,0,Anne,f,w,0,1,0,c,a,618,.11662389,.72833925,10.287047,.13984276,.36563608,9.9337254,1,1,,0,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,
b,15,4,4,21,0,0,0,1,34,1,1,1,1,0,Anne,f,w,1,0,0,c,a,618,.049821846,.84764427,10.377172,.098282687,.4448947,10.201999,1,1,,0,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,
b,15,3,2,6,0,0,0,1,21,1,0,0,1,1,Ebony,f,b,0,1,0,c,a,618,.98949564,.0048631253,9.4743185,.25740963,.04815378,8.6976795,0,1,,0,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,
b,15,4,3,6,0,1,0,0,313,5,1,1,1,0,Tanisha,f,b,1,0,0,c,a,618,.94876665,.033041097,10.295766,.18481998,.100121,9.1912594,1,1,,0,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,
b,15,4,3,4,0,1,0,0,313,5,1,1,1,0,Kenya,f,b,1,0,0,c,a,619,.10295274,.72952521,10.292552,.23027867,.087097056,9.3845453,1,,,0,,,,,0,.0062302561,.83358198,10.515479,.13342401,.26263601,9.8637066,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,
b,15,3,3,3,0,1,1,0,316,6,1,1,1,0,Kristen,f,w,1,0,0,c,a,619,.3361651,.63736963,10.431908,.10884786,.40657592,10.412141,0,,,0,,,,,0,.0062302561,.83358198,10.515479,.13342401,.26263601,9.8637066,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,
b,15,2,1,4,0,0,0,1,233,6,0,0,1,0,Meredith,f,w,0,1,0,c,a,619,.51218235,.2988992,9.6628799,.25743797,.035784647,8.7332716,0,,,0,,,,,0,.0062302561,.83358198,10.515479,.13342401,.26263601,9.8637066,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,
b,15,3,4,6,0,0,0,0,185,1,1,0,1,0,Tanisha,f,b,0,1,0,c,a,619,.049821846,.84764427,10.377172,.098282687,.4448947,10.201999,0,,,0,,,,,0,.0062302561,.83358198,10.515479,.13342401,.26263601,9.8637066,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,
b,15,4,3,11,0,1,0,0,313,5,1,1,1,0,Aisha,f,b,1,0,0,c,a,620,.014516992,.97367543,10.565582,.11620284,.15647578,9.7186632,1,,,0,,,,,,,,,,,,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,
b,15,3,4,13,0,0,0,0,337,6,1,0,1,0,Carrie,f,w,0,1,0,c,a,620,.39759466,.1801956,9.8762188,.31287277,.030846862,8.7282639,0,,,0,,,,,,,,,,,,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,
b,15,4,1,11,0,0,0,0,19,1,1,0,1,0,Latonya,f,b,0,1,0,c,a,620,.11662389,.72833925,10.287047,.13984276,.36563608,9.9337254,1,,,0,,,,,,,,,,,,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,
b,15,3,2,12,0,1,0,1,255,3,0,1,1,0,Laurie,f,w,1,0,0,c,a,620,.076019429,.44090852,9.9867716,.27527726,.084796116,9.0418034,0,,,0,,,,,,,,,,,,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,
b,15,4,5,7,0,0,1,1,34,1,0,1,1,0,Ebony,f,b,1,0,0,c,a,621,.39759466,.1801956,9.8762188,.31287277,.030846862,8.7282639,1,,,0,,,,,0,.045274884,.89817643,10.795178,.030812073,.59001076,11.07866,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,Private
b,15,3,2,8,0,1,0,1,255,3,0,1,1,0,Jill,f,w,1,0,1,c,a,621,.7475549,.24139924,10.513062,.14001812,.17767084,9.490015,0,,,0,,,,,0,.045274884,.89817643,10.795178,.030812073,.59001076,11.07866,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,Private
b,15,4,2,8,0,0,0,1,17,1,0,0,1,0,Keisha,f,b,0,1,0,c,a,621,.016486628,.74498945,10.242421,.23819552,.13857372,9.4468346,1,,,0,,,,,0,.045274884,.89817643,10.795178,.030812073,.59001076,11.07866,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,Private
b,15,3,4,9,0,0,0,0,337,6,1,0,1,0,Laurie,f,w,0,1,0,c,a,621,.0034186889,.90499729,10.310918,.21380211,.14222752,9.5579643,0,,,0,,,,,0,.045274884,.89817643,10.795178,.030812073,.59001076,11.07866,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,Private
b,15,4,3,5,0,1,0,0,313,5,1,1,1,0,Ebony,f,b,1,0,0,c,a,622,.014516992,.97367543,10.565582,.11620284,.15647578,9.7186632,1,3,,0,1214.6,8577,1214.6,8577,0,.68457675,.20381922,9.2146311,.27601504,.061229084,8.6956739,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,Nonprofit
b,15,4,2,4,0,0,0,0,389,6,1,0,1,0,Emily,f,w,0,1,0,c,a,622,.38209194,.47556007,9.8246603,.18286297,.24599941,9.5348845,1,3,,0,1214.6,8577,1214.6,8577,0,.68457675,.20381922,9.2146311,.27601504,.061229084,8.6956739,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,Nonprofit
b,15,4,4,5,0,1,0,1,379,6,0,1,1,1,Laurie,f,w,1,0,0,c,a,622,.18146951,.57183278,10.217824,.25800267,.073408522,9.1915655,1,3,,0,1214.6,8577,1214.6,8577,0,.68457675,.20381922,9.2146311,.27601504,.061229084,8.6956739,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,Nonprofit
b,15,4,3,4,0,0,0,1,313,5,0,0,1,0,Tamika,f,b,0,1,0,c,a,622,.045274884,.89817643,10.795178,.030812073,.59001076,11.07866,1,3,,0,1214.6,8577,1214.6,8577,0,.68457675,.20381922,9.2146311,.27601504,.061229084,8.6956739,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,Nonprofit
b,15,4,3,5,0,0,0,1,313,5,0,0,1,0,Jill,f,w,0,1,0,c,a,623,.049821846,.84764427,10.377172,.098282687,.4448947,10.201999,1,,,1,,,,,,.016718445,.89927298,10.58474,.099958368,.23943888,9.8220606,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,
b,15,3,4,6,0,1,0,1,313,5,0,1,1,1,Lakisha,f,b,1,0,0,c,a,623,.014516992,.97367543,10.565582,.11620284,.15647578,9.7186632,0,,,1,,,,,,.016718445,.89927298,10.58474,.099958368,.23943888,9.8220606,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,
b,15,4,4,5,0,0,0,1,313,5,1,0,1,0,Latoya,f,b,0,1,0,c,a,623,.016486628,.74498945,10.242421,.23819552,.13857372,9.4468346,1,,,1,,,,,,.016718445,.89927298,10.58474,.099958368,.23943888,9.8220606,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,
b,15,3,3,5,0,0,0,0,313,5,1,1,1,0,Laurie,f,w,1,0,0,c,a,623,.052359965,.78635854,10.435556,.13011211,.28431484,9.7433777,0,,,1,,,,,,.016718445,.89927298,10.58474,.099958368,.23943888,9.8220606,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,
b,15,3,3,3,0,1,1,0,316,6,1,1,1,0,Anne,f,w,1,0,0,c,a,624,.99204272,.0048142881,8.8417377,.29509342,.053181671,8.5073452,0,,,0,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
b,15,4,3,5,1,0,0,1,323,6,1,1,1,0,Kenya,f,b,1,0,0,c,a,624,.95459735,.042803545,10.276773,.19744441,.10937959,9.3044682,1,,,0,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
b,15,2,2,6,0,0,0,0,189,1,0,0,1,0,Latoya,f,b,0,1,0,c,a,624,.51218235,.2988992,9.6628799,.25743797,.035784647,8.7332716,0,,,0,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
b,15,4,4,11,0,0,0,1,329,6,0,0,1,0,Laurie,f,w,0,1,0,c,a,624,.3453595,.61155021,10.512899,.14609893,.44620091,10.1849,1,,,0,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
b,15,4,5,9,0,1,0,1,13,1,1,1,1,0,Allison,f,w,1,0,0,c,a,625,.39759466,.1801956,9.8762188,.31287277,.030846862,8.7282639,1,some,,1,,250,,,0,,,,,,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,Private
b,15,4,2,7,0,0,0,0,21,1,1,0,1,0,Jill,f,w,0,1,0,c,a,625,.7475549,.24139924,10.513062,.14001812,.17767084,9.490015,1,some,,1,,250,,,0,,,,,,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,Private
b,15,4,4,6,0,1,0,0,195,1,1,1,1,1,Kenya,f,b,1,0,0,c,a,625,.19882353,.56916761,10.068281,.13971142,.28801331,9.6474981,1,some,,1,,250,,,0,,,,,,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,Private
b,15,0,2,4,0,0,0,0,13,1,0,0,1,0,Lakisha,f,b,0,1,0,c,a,625,.99204272,.0048142881,8.8417377,.29509342,.053181671,8.5073452,0,some,,1,,250,,,0,,,,,,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,Private
b,15,4,2,7,0,1,0,0,255,3,1,1,1,1,Kristen,f,w,1,0,0,c,a,626,.39759466,.1801956,9.8762188,.31287277,.030846862,8.7282639,1,some,,0,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,
b,15,4,4,5,0,0,0,1,329,6,0,0,0,1,Latoya,f,b,0,1,0,c,a,626,.99204272,.0048142881,8.8417377,.29509342,.053181671,8.5073452,1,some,,0,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,
b,15,4,4,6,0,0,0,1,185,1,1,0,1,1,Sarah,f,w,0,1,0,c,a,626,.11662389,.72833925,10.287047,.13984276,.36563608,9.9337254,1,some,,0,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,
b,15,4,4,6,0,1,0,1,195,1,1,1,1,1,Tanisha,f,b,1,0,0,c,a,626,.0034186889,.90499729,10.310918,.21380211,.14222752,9.5579643,1,some,,0,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,
b,15,4,4,6,0,0,0,1,185,1,1,0,1,1,Emily,f,w,0,1,0,c,a,627,.95459735,.042803545,10.276773,.19744441,.10937959,9.3044682,1,,colp,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,
b,15,4,2,7,0,1,0,0,255,3,1,1,1,1,Jill,f,w,1,0,0,c,a,627,.016486628,.74498945,10.242421,.23819552,.13857372,9.4468346,1,,colp,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,
b,15,4,4,5,0,0,0,1,329,6,0,0,0,1,Lakisha,f,b,0,1,0,c,a,627,.052359965,.78635854,10.435556,.13011211,.28431484,9.7433777,1,,colp,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,
b,15,4,4,6,0,1,0,1,195,1,1,1,1,1,Latonya,f,b,1,0,0,c,a,627,.014516992,.97367543,10.565582,.11620284,.15647578,9.7186632,1,,colp,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,
b,15,4,4,11,0,1,0,0,13,1,1,1,1,0,Neil,m,w,1,0,0,c,a,628,.51218235,.2988992,9.6628799,.25743797,.035784647,8.7332716,1,some,hsg,1,,,,,,.0098959226,.95635557,11.210184,.0558949,.41917762,10.712416,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,
b,15,4,6,10,0,0,0,0,25,1,1,1,1,1,Tyrone,m,b,1,0,0,c,a,628,.51218235,.2988992,9.6628799,.25743797,.035784647,8.7332716,1,some,hsg,1,,,,,,.0098959226,.95635557,11.210184,.0558949,.41917762,10.712416,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,
b,15,4,4,5,0,1,0,0,316,6,1,1,1,0,Allison,f,w,1,0,0,c,a,629,.028457141,.63531858,10.18893,.200197,.17214827,9.3379421,1,2,colp,1,97,2344,97,2344,0,.3453595,.61155021,10.512899,.14609893,.44620091,10.1849,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,Nonprofit
b,15,4,4,4,0,0,0,1,27,1,0,0,1,1,Anne,f,w,0,1,0,c,a,629,.10295274,.72952521,10.292552,.23027867,.087097056,9.3845453,1,2,colp,1,97,2344,97,2344,0,.3453595,.61155021,10.512899,.14609893,.44620091,10.1849,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,Nonprofit
b,15,4,2,3,0,0,0,0,389,6,1,0,1,0,Kenya,f,b,0,1,0,c,a,629,.045274884,.89817643,10.795178,.030812073,.59001076,11.07866,1,2,colp,1,97,2344,97,2344,0,.3453595,.61155021,10.512899,.14609893,.44620091,10.1849,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,Nonprofit
b,15,4,6,4,0,0,0,0,25,1,1,1,1,1,Tamika,f,b,1,0,0,c,a,629,.51218235,.2988992,9.6628799,.25743797,.035784647,8.7332716,1,2,colp,1,97,2344,97,2344,0,.3453595,.61155021,10.512899,.14609893,.44620091,10.1849,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,Nonprofit
b,15,4,4,6,0,0,0,1,27,1,0,0,1,1,Kristen,f,w,0,1,1,c,a,630,.39759466,.1801956,9.8762188,.31287277,.030846862,8.7282639,1,some,,1,1432,8504,1432,8504,1,.045274884,.89817643,10.795178,.030812073,.59001076,11.07866,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,Nonprofit
b,15,4,4,6,0,0,0,0,34,1,0,0,1,0,Tamika,f,b,0,1,0,c,a,630,.016486628,.74498945,10.242421,.23819552,.13857372,9.4468346,1,some,,1,1432,8504,1432,8504,1,.045274884,.89817643,10.795178,.030812073,.59001076,11.07866,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,Nonprofit
b,15,4,2,6,0,0,0,0,13,1,1,0,1,0,Anne,f,w,0,1,0,c,a,631,.3361651,.63736963,10.431908,.10884786,.40657592,10.412141,1,3,,1,44.400002,806,,,0,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,Private
b,15,4,4,6,0,1,0,0,34,1,1,1,1,0,Ebony,f,b,1,0,0,c,a,631,.97146881,.024071502,9.92974,.17001754,.14969294,9.3217926,1,3,,1,44.400002,806,,,0,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,Private
b,15,4,4,11,0,1,0,0,13,1,1,1,1,0,Jill,f,w,1,0,0,c,a,631,.014516992,.97367543,10.565582,.11620284,.15647578,9.7186632,1,3,,1,44.400002,806,,,0,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,Private
b,15,4,2,14,0,0,0,0,21,1,1,0,1,0,Tanisha,f,b,0,1,0,c,a,631,.049821846,.84764427,10.377172,.098282687,.4448947,10.201999,1,3,,1,44.400002,806,,,0,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,Private
b,15,4,4,6,0,1,0,0,313,5,1,1,1,0,Aisha,f,b,1,0,0,c,a,632,.0034186889,.90499729,10.310918,.21380211,.14222752,9.5579643,1,,,0,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,
b,15,4,2,14,0,0,0,0,389,6,1,0,1,0,Allison,f,w,0,1,0,c,a,632,,,,,,,1,,,0,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,
b,15,4,2,6,0,0,0,0,389,6,1,0,1,0,Latoya,f,b,0,1,0,c,a,632,.39759466,.1801956,9.8762188,.31287277,.030846862,8.7282639,1,,,0,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,
b,15,4,4,6,0,1,0,0,34,1,1,1,1,0,Laurie,f,w,1,0,0,c,a,632,.95459735,.042803545,10.276773,.19744441,.10937959,9.3044682,1,,,0,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,
b,15,2,3,3,0,1,0,1,387,6,1,0,1,0,Allison,f,w,0,1,0,c,a,633,.97707725,.014099709,10.032057,.23124893,.054754153,8.8793335,0,,,0,6.3000002,484,,,0,.0062302561,.83358198,10.515479,.13342401,.26263601,9.8637066,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,Private
b,15,3,3,5,0,1,0,0,379,6,1,0,1,0,Anne,f,w,1,0,0,c,a,633,.19882353,.56916761,10.068281,.13971142,.28801331,9.6474981,0,,,0,6.3000002,484,,,0,.0062302561,.83358198,10.515479,.13342401,.26263601,9.8637066,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,Private
